1583 
1.64000267E-03           1.18148203E+14   
1.64087085E-03           1.30531224E+14   
1.64173996E-03           1.29370829E+14   
1.64260999E-03           1.29271113E+14   
1.64348093E-03           1.27297318E+14   
1.64435281E-03           1.28017252E+14   
1.64522561E-03           1.28866016E+14   
1.64609933E-03           1.25797707E+14   
1.64697399E-03           1.23682878E+14   
1.64784957E-03           1.24690310E+14   
1.64872609E-03           1.23053699E+14   
1.64960354E-03           1.19725320E+14   
1.65048192E-03           1.21019653E+14   
1.65136124E-03           1.21034575E+14   
1.65224150E-03           1.17620182E+14   
1.65312269E-03           1.15124005E+14   
1.65400483E-03           1.15561341E+14   
1.65488790E-03           1.15919330E+14   
1.65577193E-03           1.13049480E+14   
1.65665689E-03           1.12533411E+14   
1.65754281E-03           1.13819550E+14   
1.65842967E-03           1.17464337E+14   
1.65931748E-03           1.19583967E+14   
1.66020624E-03           1.17241273E+14   
1.66109595E-03           1.14241054E+14   
1.66198662E-03           1.10203674E+14   
1.66287824E-03           1.12880358E+14   
1.66377083E-03           1.18778918E+14   
1.66466437E-03           1.19095730E+14   
1.66555887E-03           1.17281033E+14   
1.66645433E-03           1.17978176E+14   
1.66735075E-03           1.18141860E+14   
1.66824814E-03           1.14191201E+14   
1.66914650E-03           1.15569006E+14   
1.67004582E-03           1.15256633E+14   
1.67094612E-03           1.14141232E+14   
1.67184738E-03           1.14483269E+14   
1.67274962E-03           1.13847537E+14   
1.67365284E-03           1.12163802E+14   
1.67455702E-03           1.13129977E+14   
1.67546219E-03           1.15861314E+14   
1.67636834E-03           1.14231033E+14   
1.67727546E-03           1.11140643E+14   
1.67818357E-03           1.09423334E+14   
1.67909266E-03           1.08750702E+14   
1.68000274E-03           1.07511549E+14   
1.68091380E-03           1.06177364E+14   
1.68182586E-03           1.06177123E+14   
1.68273890E-03           1.07701044E+14   
1.68365294E-03           1.04751665E+14   
1.68456796E-03           1.01247799E+14   
1.68548399E-03           1.01988176E+14   
1.68640101E-03           1.07196367E+14   
1.68731903E-03           1.07801962E+14   
1.68823805E-03           1.05312778E+14   
1.68915807E-03           1.06161812E+14   
1.69007909E-03           1.02347802E+14   
1.69100112E-03           9.83278093E+13   
1.69192416E-03           9.93523254E+13   
1.69284820E-03           9.92621735E+13   
1.69377325E-03           9.94130801E+13   
1.69469932E-03           9.65540964E+13   
1.69562640E-03           9.51461022E+13   
1.69655449E-03           9.65256201E+13   
1.69748360E-03           9.66307030E+13   
1.69841373E-03           9.63524582E+13   
1.69934488E-03           9.65284136E+13   
1.70027705E-03           9.32710314E+13   
1.70121024E-03           9.17373996E+13   
1.70214446E-03           9.07073933E+13   
1.70307970E-03           9.03920088E+13   
1.70401598E-03           8.83487220E+13   
1.70495328E-03           8.93378412E+13   
1.70589161E-03           9.03469792E+13   
1.70683098E-03           8.79123130E+13   
1.70777138E-03           8.55794533E+13   
1.70871282E-03           8.81623264E+13   
1.70965530E-03           9.10645946E+13   
1.71059882E-03           9.15693963E+13   
1.71154338E-03           9.00624975E+13   
1.71248898E-03           9.26663142E+13   
1.71343563E-03           9.53310486E+13   
1.71438333E-03           9.41034201E+13   
1.71533208E-03           9.38777191E+13   
1.71628187E-03           9.39537042E+13   
1.71723272E-03           9.17385212E+13   
1.71818462E-03           8.92762670E+13   
1.71913758E-03           8.58994498E+13   
1.72009160E-03           8.26486441E+13   
1.72104668E-03           7.92934215E+13   
1.72200281E-03           7.87483964E+13   
1.72296001E-03           7.84568722E+13   
1.72391828E-03           8.00412811E+13   
1.72487761E-03           8.14831301E+13   
1.72583801E-03           8.26691509E+13   
1.72679948E-03           8.47610953E+13   
1.72776202E-03           8.62323942E+13   
1.72872564E-03           8.68820271E+13   
1.72969033E-03           8.76876512E+13   
1.73065610E-03           8.65690109E+13   
1.73162294E-03           8.62661299E+13   
1.73259087E-03           8.79238096E+13   
1.73355988E-03           8.80013461E+13   
1.73452998E-03           8.87742980E+13   
1.73550116E-03           8.94098413E+13   
1.73647343E-03           8.72682350E+13   
1.73744679E-03           8.58259925E+13   
1.73842124E-03           8.85363187E+13   
1.73939678E-03           9.07919292E+13   
1.74037342E-03           8.95945269E+13   
1.74135116E-03           8.98652846E+13   
1.74233000E-03           9.15967959E+13   
1.74330994E-03           9.16193332E+13   
1.74429098E-03           8.91467514E+13   
1.74527313E-03           8.72111189E+13   
1.74625638E-03           8.78779781E+13   
1.74724074E-03           8.84983222E+13   
1.74822621E-03           8.91162349E+13   
1.74921279E-03           8.96660470E+13   
1.75020049E-03           9.18745689E+13   
1.75118931E-03           9.23299035E+13   
1.75217924E-03           9.20645999E+13   
1.75317029E-03           9.19520446E+13   
1.75416246E-03           9.10580901E+13   
1.75515576E-03           8.96467484E+13   
1.75615018E-03           9.07925098E+13   
1.75714573E-03           9.27114885E+13   
1.75814241E-03           9.27694979E+13   
1.75914022E-03           9.41183083E+13   
1.76013917E-03           9.76752255E+13   
1.76113925E-03           9.67796434E+13   
1.76214046E-03           9.46876154E+13   
1.76314282E-03           9.41841945E+13   
1.76414632E-03           9.44716998E+13   
1.76515095E-03           9.20523169E+13   
1.76615674E-03           9.05127801E+13   
1.76716367E-03           9.08252224E+13   
1.76817175E-03           9.12422165E+13   
1.76918098E-03           9.11707909E+13   
1.77019136E-03           9.15850600E+13   
1.77120290E-03           9.09221760E+13   
1.77221560E-03           8.98823101E+13   
1.77322945E-03           8.99803898E+13   
1.77424446E-03           9.23433606E+13   
1.77526064E-03           9.35251383E+13   
1.77627798E-03           9.00405394E+13   
1.77729649E-03           8.88214755E+13   
1.77831617E-03           9.01688095E+13   
1.77933702E-03           8.99929046E+13   
1.78035904E-03           8.95265786E+13   
1.78138223E-03           8.92894940E+13   
1.78240660E-03           8.74803772E+13   
1.78343215E-03           8.66066222E+13   
1.78445888E-03           8.71995136E+13   
1.78548680E-03           8.64932334E+13   
1.78651590E-03           8.52136945E+13   
1.78754618E-03           8.54972039E+13   
1.78857766E-03           8.46940966E+13   
1.78961033E-03           8.45475671E+13   
1.79064418E-03           8.60745381E+13   
1.79167924E-03           8.58643349E+13   
1.79271549E-03           8.37836194E+13   
1.79375294E-03           8.23999954E+13   
1.79479160E-03           8.25812681E+13   
1.79583145E-03           8.20130645E+13   
1.79687251E-03           7.91038810E+13   
1.79791478E-03           7.78172736E+13   
1.79895826E-03           7.85875577E+13   
1.80000295E-03           7.87923316E+13   
1.80104886E-03           7.61683404E+13   
1.80209598E-03           7.34130339E+13   
1.80314432E-03           7.28653769E+13   
1.80419388E-03           7.28380370E+13   
1.80524466E-03           7.38261792E+13   
1.80629667E-03           7.75143317E+13   
1.80734991E-03           8.16655956E+13   
1.80840437E-03           8.25133804E+13   
1.80946006E-03           8.15384300E+13   
1.81051699E-03           8.17313257E+13   
1.81157515E-03           8.16473104E+13   
1.81263456E-03           8.27239479E+13   
1.81369520E-03           8.41106876E+13   
1.81475708E-03           8.34926336E+13   
1.81582021E-03           8.42462619E+13   
1.81688458E-03           8.56806255E+13   
1.81795020E-03           8.50815285E+13   
1.81901707E-03           8.28100749E+13   
1.82008520E-03           8.09932031E+13   
1.82115458E-03           7.99777022E+13   
1.82222522E-03           7.91590819E+13   
1.82329711E-03           7.95801130E+13   
1.82437027E-03           8.07711527E+13   
1.82544470E-03           8.10331068E+13   
1.82652039E-03           8.00824688E+13   
1.82759734E-03           7.93459814E+13   
1.82867557E-03           8.07576377E+13   
1.82975507E-03           8.08251708E+13   
1.83083585E-03           7.96129743E+13   
1.83191791E-03           7.93576351E+13   
1.83300124E-03           7.89126251E+13   
1.83408586E-03           7.89626144E+13   
1.83517176E-03           8.04338581E+13   
1.83625894E-03           7.96666110E+13   
1.83734742E-03           7.82217266E+13   
1.83843719E-03           7.62159627E+13   
1.83952825E-03           7.67015691E+13   
1.84062060E-03           7.75984833E+13   
1.84171426E-03           7.94484116E+13   
1.84280921E-03           8.04863697E+13   
1.84390547E-03           7.92776420E+13   
1.84500304E-03           7.87444795E+13   
1.84610191E-03           7.91626115E+13   
1.84720209E-03           8.04525921E+13   
1.84830358E-03           7.89728346E+13   
1.84940638E-03           7.64792896E+13   
1.85051051E-03           7.57877950E+13   
1.85161595E-03           7.64642113E+13   
1.85272271E-03           7.67141475E+13   
1.85383080E-03           7.76432968E+13   
